uuid	page	field	gt	pred	levenshtein_distance	doc_conf	entity_conf
78ff97b0-c500-4bb2-b32d-4750cb1f9568	4	Location.Line1	1000 N Krone Ave	1000 N Krone Ave	0	0.424711	1.0
78ff97b0-c500-4bb2-b32d-4750cb1f9568	4	Location.State	FL	FL	0	0.424711	1.0
78ff97b0-c500-4bb2-b32d-4750cb1f9568	4	Location.State	FL	FL	0	0.424711	1.0
78ff97b0-c500-4bb2-b32d-4750cb1f9568	4	Location.State	FL	FL	0	0.424711	1.0
78ff97b0-c500-4bb2-b32d-4750cb1f9568	4	Location.Zip	33033	33033	0	0.424711	1.0
78ff97b0-c500-4bb2-b32d-4750cb1f9568	4	Location.Zip	33037	33037	0	0.424711	1.0
78ff97b0-c500-4bb2-b32d-4750cb1f9568	4	Location.Zip	33034	33034	0	0.424711	1.0
78ff97b0-c500-4bb2-b32d-4750cb1f9568	4	Quote_BusinessName	Brothers Painting of South Florida Inc.	Brothers Painting of	19	0.424711	0.790519
78ff97b0-c500-4bb2-b32d-4750cb1f9568	4	Quote_ClassCode.ClassCode	5474	5474	0	0.424711	1.0
78ff97b0-c500-4bb2-b32d-4750cb1f9568	4	Quote_ClassCode.ClassCode	8810	8810	0	0.424711	1.0
78ff97b0-c500-4bb2-b32d-4750cb1f9568	4	Quote_ClassCode.LocationId	1	1	0	0.424711	1.0
78ff97b0-c500-4bb2-b32d-4750cb1f9568	4	Quote_ClassCode.LocationId	1	1	0	0.424711	1.0
78ff97b0-c500-4bb2-b32d-4750cb1f9568	4	Quote_ClassCode.Payroll	843,516.00	843,516.00	0	0.424711	0.988471
78ff97b0-c500-4bb2-b32d-4750cb1f9568	4	Quote_ClassCode.Payroll	95,737.00	95,737.00	0	0.424711	1.0
78ff97b0-c500-4bb2-b32d-4750cb1f9568	4	Quote_ClassCode.Payroll		89,042.00		0.424711	0.561218
78ff97b0-c500-4bb2-b32d-4750cb1f9568	4	Quote_EffectiveDate	04/08/19	04/08/19	0	0.424711	1.0
78ff97b0-c500-4bb2-b32d-4750cb1f9568	4	Quote_ExpiredPremium	68,404.00			0.424711	
78ff97b0-c500-4bb2-b32d-4750cb1f9568	4	Quote_Fein	261300437	261300437	0	0.424711	1.0
78ff97b0-c500-4bb2-b32d-4750cb1f9568	4	Quote_LegalEntities.Corporation	X	X	0	0.424711	0.730539
78ff97b0-c500-4bb2-b32d-4750cb1f9568	4	Quote_LiabilityLimits.EachAccident	1,000,000	1,000,000	0	0.424711	1.0
78ff97b0-c500-4bb2-b32d-4750cb1f9568	4	Quote_LiabilityLimits.EachEmployee	1,000,000	1,000,000	0	0.424711	1.0
78ff97b0-c500-4bb2-b32d-4750cb1f9568	4	Quote_LiabilityLimits.PolicyLimit	1,000,000	1,000,000	0	0.424711	1.0
78ff97b0-c500-4bb2-b32d-4750cb1f9568	4	Quote_MailingAddress.Line1	36 SE 4TH Rd	36 SE 4TH Rd	0	0.424711	1.0
78ff97b0-c500-4bb2-b32d-4750cb1f9568	5	Quote_NatureOfBusiness	PAINTING CONTRACTOR RESIDENTIAL/COMMERICAL	PAINTING CONTRACTOR RESIDENTIAL/COMMERICAL	0	0.424711	0.471697
78ff97b0-c500-4bb2-b32d-4750cb1f9568	4	Quote_YearsInBusiness	10	10	0	0.424711	1.0
83741ecd-2f19-40e1-a260-0093cf02f658	0	Location.City	Sanford,,	Sanford,,	0	0.457962	1.0
83741ecd-2f19-40e1-a260-0093cf02f658	0	Location.Id	<empty/>			0.457962	
83741ecd-2f19-40e1-a260-0093cf02f658	0	Location.Line1	400 E First St	400 E First St	0	0.457962	1.0
83741ecd-2f19-40e1-a260-0093cf02f658	0	Location.State	FL	FL	0	0.457962	1.0
83741ecd-2f19-40e1-a260-0093cf02f658	0	Location.Zip	32771	32771	0	0.457962	1.0
83741ecd-2f19-40e1-a260-0093cf02f658	0	Quote_BusinessName	Sanford-Seminole County Chambe			0.457962	
83741ecd-2f19-40e1-a260-0093cf02f658	0	Quote_ClassCode.ClassCode	8742	8742	0	0.457962	0.942949
83741ecd-2f19-40e1-a260-0093cf02f658	0	Quote_ClassCode.FullTimeEmployees	<empty/>			0.457962	
83741ecd-2f19-40e1-a260-0093cf02f658	0	Quote_ClassCode.Payroll	124,512.00	124,512.00	0	0.457962	0.742621
83741ecd-2f19-40e1-a260-0093cf02f658	0	Quote_EffectiveDate	01/01/19	01/01/19	0	0.457962	1.0
83741ecd-2f19-40e1-a260-0093cf02f658	0	Quote_ExpiredPremium	$732	$732	0	0.457962	0.526346
83741ecd-2f19-40e1-a260-0093cf02f658	0	Quote_Fein	590440968	590440968	0	0.457962	0.835811
83741ecd-2f19-40e1-a260-0093cf02f658	0	Quote_LegalEntities.Other	X	X	0	0.457962	0.483266
83741ecd-2f19-40e1-a260-0093cf02f658	0	Quote_LiabilityLimits.EachAccident	100.000	100.000	0	0.457962	1.0
83741ecd-2f19-40e1-a260-0093cf02f658	0	Quote_LiabilityLimits.EachEmployee	100.000	100.000	0	0.457962	1.0
83741ecd-2f19-40e1-a260-0093cf02f658	0	Quote_LiabilityLimits.PolicyLimit	500.000	500.000	0	0.457962	1.0
83741ecd-2f19-40e1-a260-0093cf02f658	0	Quote_MailingAddress.City	Sanford,	Street Sanford,	7	0.457962	0.718862
83741ecd-2f19-40e1-a260-0093cf02f658	0	Quote_MailingAddress.Line1	400 East First Street	400 East First	7	0.457962	0.665495
83741ecd-2f19-40e1-a260-0093cf02f658	0	Quote_MailingAddress.State	FL	FL	0	0.457962	1.0
83741ecd-2f19-40e1-a260-0093cf02f658	0	Quote_MailingAddress.Zip	32771	32771	0	0.457962	1.0
83741ecd-2f19-40e1-a260-0093cf02f658	1	Quote_NatureOfBusiness	Chamber of Commerce,	Chamber of Commerce,	0	0.457962	0.977474
85fddabc-4dc4-495f-b66a-65a0866c7e3f	0	Location.City	PASADENA	PASADENA	0	0.570841	1.0
85fddabc-4dc4-495f-b66a-65a0866c7e3f	0	Location.Id	i	i	0	0.570841	1.0
85fddabc-4dc4-495f-b66a-65a0866c7e3f	0	Location.Line1	50 BELLEFONTAINE ST #204	50 BELLEFONTAINE ST #204	0	0.570841	0.994196
85fddabc-4dc4-495f-b66a-65a0866c7e3f	0	Location.State	CA	CA	0	0.570841	1.0
85fddabc-4dc4-495f-b66a-65a0866c7e3f	0	Location.Zip	91105	91105	0	0.570841	1.0
85fddabc-4dc4-495f-b66a-65a0866c7e3f	0	Quote_BusinessName	G Okamoto Dontal Corp	G Okamoto Dontal Corp	0	0.570841	0.986534
85fddabc-4dc4-495f-b66a-65a0866c7e3f	1	Quote_ClassCode.ClassCode	8839	8839	0	0.570841	0.970759
85fddabc-4dc4-495f-b66a-65a0866c7e3f	1	Quote_ClassCode.FullTimeEmployees	7	7	0	0.570841	0.904748
85fddabc-4dc4-495f-b66a-65a0866c7e3f	1	Quote_ClassCode.LocationId	i	i	0	0.570841	0.924141
85fddabc-4dc4-495f-b66a-65a0866c7e3f	1	Quote_ClassCode.PartTimeEmployees	ii	ii	0	0.570841	0.874046
85fddabc-4dc4-495f-b66a-65a0866c7e3f	1	Quote_ClassCode.Payroll	770,885	770,885	0	0.570841	0.926217
85fddabc-4dc4-495f-b66a-65a0866c7e3f	0	Quote_ContactInformation.Phone	( 626 ) 440-9095	( 626 ) 440-9095	0	0.570841	0.698655
85fddabc-4dc4-495f-b66a-65a0866c7e3f	0	Quote_EffectiveDate	04/01/2019	04/01/2019	0	0.570841	1.0
85fddabc-4dc4-495f-b66a-65a0866c7e3f	0	Quote_Fein	460990841	460990841	0	0.570841	0.937624
85fddabc-4dc4-495f-b66a-65a0866c7e3f	0	Quote_LegalEntities.Corporation	X	X	0	0.570841	0.570841
85fddabc-4dc4-495f-b66a-65a0866c7e3f	0	Quote_LiabilityLimits.EachAccident	1,000,000	1,000,000	0	0.570841	0.998133
85fddabc-4dc4-495f-b66a-65a0866c7e3f	0	Quote_LiabilityLimits.EachEmployee	1,000,000	1,000,000	0	0.570841	1.0
85fddabc-4dc4-495f-b66a-65a0866c7e3f	0	Quote_LiabilityLimits.PolicyLimit	1,000,000	1,000,000	0	0.570841	0.998192
85fddabc-4dc4-495f-b66a-65a0866c7e3f	0	Quote_MailingAddress.City	Pasadena	Pasadena	0	0.570841	0.99808
85fddabc-4dc4-495f-b66a-65a0866c7e3f	0	Quote_MailingAddress.Line1	50 Bellefontaine St	50 Bellefontaine St	0	0.570841	0.976848
85fddabc-4dc4-495f-b66a-65a0866c7e3f	0	Quote_MailingAddress.State	CA	CA	0	0.570841	1.0
85fddabc-4dc4-495f-b66a-65a0866c7e3f	0	Quote_MailingAddress.Zip	91105	91105	0	0.570841	1.0
85fddabc-4dc4-495f-b66a-65a0866c7e3f	2	Quote_NatureOfBusiness	Dentist	Dentist	0	0.570841	0.924639
85fddabc-4dc4-495f-b66a-65a0866c7e3f	0	Quote_YearsInBusiness	7	7	0	0.570841	1.0
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	0	Location.City	San Diego,	San Diego,	0	0.488163	0.846584
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	0	Location.City	San Diego,	San Diego,	0	0.488163	0.964351
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	0	Location.City	San Diego,	San Diego,	0	0.488163	0.966524
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	0	Location.Id	001	001	0	0.488163	1.0
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	0	Location.Id	002	002	0	0.488163	1.0
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	0	Location.Id	003	003	0	0.488163	1.0
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	0	Location.Line1	9969 Mira Mesa Blvd., #5	9969 Mira Mesa Blvd., #5	0	0.488163	0.853719
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	0	Location.Line1	962 Garnet Avenue	San Diego 962 Garnet Avenue	10	0.488163	0.799146
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	0	Location.Line1	1747 India St	San Diego 1747 India St	10	0.488163	0.809435
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	0	Location.State	CA	CA	0	0.488163	1.0
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	0	Location.State	CA	CA	0	0.488163	1.0
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	0	Location.State	CA	CA	0	0.488163	1.0
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	0	Location.Zip	92131	92131	0	0.488163	0.996208
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	0	Location.Zip	92109	92109	0	0.488163	0.990373
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	0	Location.Zip	92101	92101	0	0.488163	1.0
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	0	Quote_BusinessName	FNippi's Pizza Grotto Scripps	FNippi's Pizza Grotto Scripps El	3	0.488163	0.939112
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	4	Quote_ClassCode.ClassCode	9079	9079	0	0.488163	0.991694
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	4	Quote_ClassCode.ClassCode	8810	8810	0	0.488163	0.987839
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	4	Quote_ClassCode.ClassCode	9079	9079	0	0.488163	0.978239
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	4	Quote_ClassCode.ClassCode	9079	9079	0	0.488163	0.961119
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	4	Quote_ClassCode.ClassCode	8006	8006	0	0.488163	0.978608
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	4	Quote_ClassCode.FullTimeEmployees	35	35	0	0.488163	0.843102
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	4	Quote_ClassCode.FullTimeEmployees	3	3	0	0.488163	0.883561
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	4	Quote_ClassCode.FullTimeEmployees	15	15	0	0.488163	0.894215
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	4	Quote_ClassCode.FullTimeEmployees	25	25	0	0.488163	0.928431
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	4	Quote_ClassCode.FullTimeEmployees	0	0	0	0.488163	0.783277
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	4	Quote_ClassCode.LocationId	001	001	0	0.488163	0.969716
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	4	Quote_ClassCode.LocationId	001	001	0	0.488163	0.946819
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	4	Quote_ClassCode.LocationId	002	002	0	0.488163	0.940753
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	4	Quote_ClassCode.LocationId	003	003	0	0.488163	0.904784
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	4	Quote_ClassCode.LocationId	003	003	0	0.488163	0.924463
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	4	Quote_ClassCode.PartTimeEmployees	70	70	0	0.488163	0.839262
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	4	Quote_ClassCode.PartTimeEmployees	2	2	0	0.488163	0.912006
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	4	Quote_ClassCode.PartTimeEmployees	20	20	0	0.488163	0.836316
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	4	Quote_ClassCode.PartTimeEmployees	50	50	0	0.488163	0.93683
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	4	Quote_ClassCode.PartTimeEmployees	5	5	0	0.488163	0.831107
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	4	Quote_ClassCode.Payroll	1,550,000	1,550,000	0	0.488163	0.966166
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	4	Quote_ClassCode.Payroll	170,040	170,040	0	0.488163	0.940643
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	4	Quote_ClassCode.Payroll	565,000	565,000	0	0.488163	0.970482
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	4	Quote_ClassCode.Payroll	900,000	900,000	0	0.488163	0.970115
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	4	Quote_ClassCode.Payroll	144,836	144,836	0	0.488163	0.837914
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	0	Quote_ContactInformation.Name	Marcia Brown	Marcia Brown	0	0.488163	1.0
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	0	Quote_ContactInformation.Phone	858-695-1441	858-695-1441	0	0.488163	0.996301
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	0	Quote_EffectiveDate	04/01/19	04/01/19	0	0.488163	1.0
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	0	Quote_Fein	471224903	471224903	0	0.488163	0.849071
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	0	Quote_LegalEntities.Corporation	<empty/>			0.488163	
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	0	Quote_LiabilityLimits.EachAccident	1,000,000	1,000,000	0	0.488163	0.996219
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	0	Quote_LiabilityLimits.EachEmployee	1,000,000	1,000,000	0	0.488163	1.0
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	0	Quote_LiabilityLimits.PolicyLimit	1,000,000	1,000,000	0	0.488163	1.0
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	0	Quote_MailingAddress.City	San Diego,	San Diego,	0	0.488163	0.927407
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	0	Quote_MailingAddress.Line1	9969 Mira Mesa Blvd., Suite 5	9969 Mira Mesa Blvd., Suite 5	0	0.488163	0.855398
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	0	Quote_MailingAddress.State	CA	CA	0	0.488163	1.0
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	0	Quote_MailingAddress.Zip	92131	92131	0	0.488163	1.0
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	2	Quote_NatureOfBusiness	Italian cuisine; family style dining; open daily, 11:00 am - 11:00 pm; no entertainment; no dancing; no delivery; no catering	Italian cuisine; family style dining; open daily, 11:00 am - 11:00 pm; no entertainment; no dancing; no delivery; no catering	0	0.488163	0.966851
8811dc22-1b49-456d-9c15-2ad8dcbc67ca	0	Quote_YearsInBusiness	29	29	0	0.488163	0.994045
8ab3e048-f9d3-4734-ae05-e91fe6b43fa8	7	Location.City	Rapid City	Rapid City	0	0.402962	0.895636
8ab3e048-f9d3-4734-ae05-e91fe6b43fa8	7	Location.City	Sturgis	Sturgis	0	0.402962	0.992121
8ab3e048-f9d3-4734-ae05-e91fe6b43fa8	7	Location.City	Hill City	Hill City	0	0.402962	0.950748
8ab3e048-f9d3-4734-ae05-e91fe6b43fa8	7	Location.Id	1	1	0	0.402962	0.996281
8ab3e048-f9d3-4734-ae05-e91fe6b43fa8	7	Location.Id	2	2	0	0.402962	1.0
8ab3e048-f9d3-4734-ae05-e91fe6b43fa8	7	Location.Id	3	3	0	0.402962	1.0
8ab3e048-f9d3-4734-ae05-e91fe6b43fa8	7	Location.Line1	2820 Harley Drive	2820 Harley Drive	0	0.402962	1.0
8ab3e048-f9d3-4734-ae05-e91fe6b43fa8	7	Location.Line1	1040 Junction Avenue	1040 Junction Avenue	0	0.402962	1.0
8ab3e048-f9d3-4734-ae05-e91fe6b43fa8	7	Location.Line1	281-265 Main Street	281-265 Main Street	0	0.402962	0.996299
8ab3e048-f9d3-4734-ae05-e91fe6b43fa8	7	Location.State	SD	SD	0	0.402962	0.996368
8ab3e048-f9d3-4734-ae05-e91fe6b43fa8	7	Location.State	SD	SD	0	0.402962	1.0
8ab3e048-f9d3-4734-ae05-e91fe6b43fa8	7	Location.State	SD	SD	0	0.402962	1.0
8ab3e048-f9d3-4734-ae05-e91fe6b43fa8	7	Location.Zip	57702	57702	0	0.402962	0.996365
8ab3e048-f9d3-4734-ae05-e91fe6b43fa8	7	Location.Zip	57785	57785	0	0.402962	1.0
8ab3e048-f9d3-4734-ae05-e91fe6b43fa8	7	Location.Zip	57745	57745	0	0.402962	1.0
8ab3e048-f9d3-4734-ae05-e91fe6b43fa8	7	Quote_BusinessName	Sturgis Motorcycles Inc	Sturgis Motorcycles Inc I Orr .... TfiOF.} 349-9362 ivc rnunu. St. Paul WIN	52	0.402962	0.402962
8ab3e048-f9d3-4734-ae05-e91fe6b43fa8	7	Quote_CompanyWebsite	www.blackhiilshd.com			0.402962	
8ab3e048-f9d3-4734-ae05-e91fe6b43fa8	7	Quote_ContactInformation.Email	clay@blackhillshd.com			0.402962	
8ab3e048-f9d3-4734-ae05-e91fe6b43fa8	7	Quote_ContactInformation.Name	Clay Trulson	Clay Trulson	0	0.402962	0.992143
8ab3e048-f9d3-4734-ae05-e91fe6b43fa8	7	Quote_EffectiveDate	02/01/2019	02/01/2019	0	0.402962	1.0
8ab3e048-f9d3-4734-ae05-e91fe6b43fa8	7	Quote_Fein	460453190	460453190	0	0.402962	0.935109
8ab3e048-f9d3-4734-ae05-e91fe6b43fa8	7	Quote_LegalEntities.Other	X	X	0	0.402962	0.980733
8ab3e048-f9d3-4734-ae05-e91fe6b43fa8	7	Quote_LiabilityLimits.EachAccident	500,000	500,000	0	0.402962	0.994346
8ab3e048-f9d3-4734-ae05-e91fe6b43fa8	7	Quote_LiabilityLimits.EachEmployee	500,000	500,000	0	0.402962	0.998154
8ab3e048-f9d3-4734-ae05-e91fe6b43fa8	7	Quote_LiabilityLimits.PolicyLimit	500,000	500,000	0	0.402962	1.0
8ab3e048-f9d3-4734-ae05-e91fe6b43fa8	7	Quote_MailingAddress.City	Rapid City	Rapid City	0	0.402962	0.827345
8ab3e048-f9d3-4734-ae05-e91fe6b43fa8	7	Quote_MailingAddress.Line1	2820 Harley Drive	2820 Harley Drive	0	0.402962	0.980557
8ab3e048-f9d3-4734-ae05-e91fe6b43fa8	7	Quote_MailingAddress.State	SD	SD	0	0.402962	1.0
8ab3e048-f9d3-4734-ae05-e91fe6b43fa8	7	Quote_MailingAddress.Zip	57702	57702	0	0.402962	1.0
8ab3e048-f9d3-4734-ae05-e91fe6b43fa8	9	Quote_NatureOfBusiness	Franchised Motorcycle Dealership. Motorcycle sales and service, retail Harley merchandise, small amount of utv Mahindra Roxo	Franchised Motorcycle Dealership. Motorcycle sales and service, retail Harley merchandise, small amount of utv Mahindra Roxo	0	0.402962	0.976668
8be3e045-fed9-46f7-981f-74835c9876ba	0	Location.City	S Ozone Park,	S Ozone Park,	0	0.330967	0.397985
8be3e045-fed9-46f7-981f-74835c9876ba	0	Location.Line1	131-23 Rockaway Blvd,	131-23 Rockaway Blvd,	0	0.330967	0.99458
8be3e045-fed9-46f7-981f-74835c9876ba	0	Location.State	NY	NY	0	0.330967	1.0
8be3e045-fed9-46f7-981f-74835c9876ba	0	Location.Zip	11420	11420	0	0.330967	0.996528
8be3e045-fed9-46f7-981f-74835c9876ba	0	Quote_BusinessName	Ysn Llfl	Ysn Llfl	0	0.330967	0.785034
8be3e045-fed9-46f7-981f-74835c9876ba	1	Quote_ClassCode.FullTimeEmployees	1			0.330967	
8be3e045-fed9-46f7-981f-74835c9876ba	1	Quote_ClassCode.FullTimeEmployees	1			0.330967	
8be3e045-fed9-46f7-981f-74835c9876ba	1	Quote_ClassCode.PartTimeEmployees	1			0.330967	
8be3e045-fed9-46f7-981f-74835c9876ba	1	Quote_ClassCode.Payroll	25,000	25,000	0	0.330967	0.593605
8be3e045-fed9-46f7-981f-74835c9876ba	1	Quote_ClassCode.Payroll	15,000			0.330967	
8be3e045-fed9-46f7-981f-74835c9876ba	0	Quote_ContactInformation.Name	Yan Lin	Yan Lin	0	0.330967	0.889783
8be3e045-fed9-46f7-981f-74835c9876ba	0	Quote_EffectiveDate	01/25/2019	01/25/2019	0	0.330967	1.0
8be3e045-fed9-46f7-981f-74835c9876ba	0	Quote_Fein	83-3063385	83-3063385	0	0.330967	0.961373
8be3e045-fed9-46f7-981f-74835c9876ba	0	Quote_LegalEntities.Corporation	✓	✓	0	0.330967	1.0
8be3e045-fed9-46f7-981f-74835c9876ba	0	Quote_LiabilityLimits.EachAccident	$100,000	$100,000	0	0.330967	0.986897
8be3e045-fed9-46f7-981f-74835c9876ba	0	Quote_LiabilityLimits.EachEmployee	$100,000	$100,000	0	0.330967	0.988904
8be3e045-fed9-46f7-981f-74835c9876ba	0	Quote_LiabilityLimits.PolicyLimit	500,000	500,000	0	0.330967	0.992697
8be3e045-fed9-46f7-981f-74835c9876ba	0	Quote_MailingAddress.City	S Ozone Park,	S Ozone Park,	0	0.330967	0.580215
8be3e045-fed9-46f7-981f-74835c9876ba	0	Quote_MailingAddress.Line1	131-23 Rockaway Blvd	131-23 Rockaway Blvd	0	0.330967	0.88292
8be3e045-fed9-46f7-981f-74835c9876ba	0	Quote_MailingAddress.State	NY	NY	0	0.330967	1.0
8be3e045-fed9-46f7-981f-74835c9876ba	0	Quote_MailingAddress.Zip	11420	11420	0	0.330967	1.0
8be3e045-fed9-46f7-981f-74835c9876ba	2	Quote_NatureOfBusiness	Eat-in & Take out Chinese restaurant	Eat-in & Take out Chinese restaurant	0	0.330967	0.994864
8ce47a55-a683-4b01-9d0d-63417e147eb8	0	Location.City	Johnstown	Johnstown	0	0.532708	1.0
8ce47a55-a683-4b01-9d0d-63417e147eb8	0	Location.Id	1	1	0	0.532708	1.0
8ce47a55-a683-4b01-9d0d-63417e147eb8	0	Location.Id		10		0.532708	0.643804
8ce47a55-a683-4b01-9d0d-63417e147eb8	0	Location.Line1	2401 St Hwy. 10	2401 St Hwy.	3	0.532708	1.0
8ce47a55-a683-4b01-9d0d-63417e147eb8	0	Location.State	NY	NY	0	0.532708	1.0
8ce47a55-a683-4b01-9d0d-63417e147eb8	0	Location.Zip	12095	12095	0	0.532708	1.0
8ce47a55-a683-4b01-9d0d-63417e147eb8	0	Quote_BusinessName	Outlet Restaurant LLC	Outlet Restaurant LLC	0	0.532708	0.984903
8ce47a55-a683-4b01-9d0d-63417e147eb8	0	Quote_ClassCode.ClassCode	9071	9071	0	0.532708	0.990801
8ce47a55-a683-4b01-9d0d-63417e147eb8	0	Quote_ClassCode.FullTimeEmployees	1	1	0	0.532708	0.996326
8ce47a55-a683-4b01-9d0d-63417e147eb8	0	Quote_ClassCode.LocationId	1	1	0	0.532708	0.937461
8ce47a55-a683-4b01-9d0d-63417e147eb8	0	Quote_ClassCode.PartTimeEmployees	0	0	0	0.532708	0.992621
8ce47a55-a683-4b01-9d0d-63417e147eb8	0	Quote_ClassCode.Payroll	$36,970.00	$36,970.00	0	0.532708	0.537642
8ce47a55-a683-4b01-9d0d-63417e147eb8	0	Quote_CompanyWebsite	www.outlet.com			0.532708	
8ce47a55-a683-4b01-9d0d-63417e147eb8	0	Quote_EffectiveDate	01-16-2019	01-16-2019	0	0.532708	1.0
8ce47a55-a683-4b01-9d0d-63417e147eb8	0	Quote_Fein	20-0130101	20-0130101	0	0.532708	0.897022
8ce47a55-a683-4b01-9d0d-63417e147eb8	0	Quote_LegalEntities.Other	X	X	0	0.532708	0.992653
8ce47a55-a683-4b01-9d0d-63417e147eb8	0	Quote_LiabilityLimits.EachAccident	$1.000.000.00	$1.000.000.00	0	0.532708	1.0
8ce47a55-a683-4b01-9d0d-63417e147eb8	0	Quote_LiabilityLimits.EachEmployee	$1,000,000.00	$1,000,000.00	0	0.532708	1.0
8ce47a55-a683-4b01-9d0d-63417e147eb8	0	Quote_LiabilityLimits.PolicyLimit	$1,000,000.00	$1,000,000.00	0	0.532708	1.0
8ce47a55-a683-4b01-9d0d-63417e147eb8	0	Quote_MailingAddress.City	388DCaroga Lake,	388DCaroga Lake,	0	0.532708	0.654839
8ce47a55-a683-4b01-9d0d-63417e147eb8	0	Quote_MailingAddress.Line1	PO Box 388DCaroga	(Including PO Box	17	0.532708	0.856921
8ce47a55-a683-4b01-9d0d-63417e147eb8	0	Quote_MailingAddress.State	NY	NY	0	0.532708	1.0
8ce47a55-a683-4b01-9d0d-63417e147eb8	0	Quote_MailingAddress.Zip	12032	12032	0	0.532708	1.0
8ce47a55-a683-4b01-9d0d-63417e147eb8	1	Quote_NatureOfBusiness	restaurant	restaurant	0	0.532708	0.970967
8e117212-be43-424c-9e02-c8a716762f34	0	Location.City	LEMON GROVE,			0.503914	
8e117212-be43-424c-9e02-c8a716762f34	0	Location.Line1	■ Mm GOLDEN AVE			0.503914	
8e117212-be43-424c-9e02-c8a716762f34	0	Location.State	CA			0.503914	
8e117212-be43-424c-9e02-c8a716762f34	0	Location.Zip	<empty/>			0.503914	
8e117212-be43-424c-9e02-c8a716762f34	0	Quote_BusinessName	marTun AMOOR	marTun AMOOR office pnon& mmiz mmt- ISAN	28	0.503914	0.601669
8e117212-be43-424c-9e02-c8a716762f34	1	Quote_ClassCode.ClassCode	5476			0.503914	
8e117212-be43-424c-9e02-c8a716762f34	1	Quote_ClassCode.FullTimeEmployees	1			0.503914	
8e117212-be43-424c-9e02-c8a716762f34	1	Quote_ClassCode.Payroll	f)Q()			0.503914	
8e117212-be43-424c-9e02-c8a716762f34	0	Quote_EffectiveDate	<empty/>			0.503914	
8e117212-be43-424c-9e02-c8a716762f34	0	Quote_Fein	<empty/>			0.503914	
8e117212-be43-424c-9e02-c8a716762f34	0	Quote_LegalEntities.SoleProprietor	X			0.503914	
8e117212-be43-424c-9e02-c8a716762f34	0	Quote_LiabilityLimits.EachAccident	>1 OOC.OOC			0.503914	
8e117212-be43-424c-9e02-c8a716762f34	0	Quote_LiabilityLimits.EachEmployee	41,000,000			0.503914	
8e117212-be43-424c-9e02-c8a716762f34	0	Quote_LiabilityLimits.PolicyLimit	LU ,ooo.ooD			0.503914	
8e117212-be43-424c-9e02-c8a716762f34	0	Quote_MailingAddress.City	IE MON GKOV-.	GKOV-.	7	0.503914	0.992429
